category,sender,evaluator,uplift,delta
colors,gemini-3.1-pro,gemini-3.1-flash-lite,-0.039999999999999994,0.21251461988304093
colors,gemini-3.1-pro,opus-4.6,0.0,0.17251461988304093
colors,gemini-3.1-pro,sonnet-4.6,0.0,0.17251461988304093
colors,gemini-3.1-pro,haiku-4.5,-0.019999999999999997,0.19251461988304092
colors,gemini-3.1-pro,gpt-5.4,0.0,0.17251461988304093
colors,gemini-3.1-pro,gpt-5.4-mini,0.0,0.17251461988304093
colors,gemini-3.1-pro,gpt-5.4-nano,-0.05,0.22251461988304094
colors,gemini-3-flash,gemini-3.1-pro,-0.01578947368421053,0.12578947368421053
colors,gemini-3-flash,gemini-3-flash,0.11000000000000001,0.0
colors,gemini-3-flash,gemini-3.1-flash-lite,0.0,0.11000000000000001
colors,gemini-3-flash,opus-4.6,0.0,0.11000000000000001
colors,gemini-3-flash,sonnet-4.6,0.0,0.11000000000000001
colors,gemini-3-flash,haiku-4.5,0.0,0.11000000000000001
colors,gemini-3-flash,gpt-5.4,0.0,0.11000000000000001
colors,gemini-3-flash,gpt-5.4-mini,0.0,0.11000000000000001
colors,gemini-3-flash,gpt-5.4-nano,-0.010000000000000009,0.12000000000000002
colors,gemini-3.1-flash-lite,gemini-3.1-pro,-0.039999999999999994,0.039999999999999994
colors,gemini-3.1-flash-lite,gemini-3-flash,-0.2,0.2
colors,gemini-3.1-flash-lite,gemini-3.1-flash-lite,0.0,0.0
colors,gemini-3.1-flash-lite,opus-4.6,0.0,0.0
colors,gemini-3.1-flash-lite,sonnet-4.6,0.0,0.0
colors,gemini-3.1-flash-lite,haiku-4.5,0.0,0.0
colors,gemini-3.1-flash-lite,gpt-5.4,0.0,0.0
colors,gemini-3.1-flash-lite,gpt-5.4-mini,0.0,0.0
colors,gemini-3.1-flash-lite,gpt-5.4-nano,0.0,0.0
colors,opus-4.6,gemini-3.1-pro,0.0,0.0
colors,opus-4.6,gemini-3-flash,0.05,-0.05
colors,opus-4.6,gemini-3.1-flash-lite,0.0,0.0
colors,opus-4.6,opus-4.6,0.0,0.0
colors,opus-4.6,sonnet-4.6,0.0,0.0
colors,opus-4.6,haiku-4.5,0.0,0.0
colors,opus-4.6,gpt-5.4,0.0,0.0
colors,opus-4.6,gpt-5.4-mini,0.0,0.0
colors,opus-4.6,gpt-5.4-nano,0.0,0.0
colors,sonnet-4.6,gemini-3.1-pro,0.0022222222222222365,-0.0022222222222222365
colors,sonnet-4.6,gemini-3-flash,-0.05,0.05
colors,sonnet-4.6,gemini-3.1-flash-lite,0.0,0.0
colors,sonnet-4.6,opus-4.6,0.0,0.0
colors,sonnet-4.6,sonnet-4.6,0.0,0.0
colors,sonnet-4.6,haiku-4.5,0.0,0.0
colors,sonnet-4.6,gpt-5.4,0.0,0.0
colors,sonnet-4.6,gpt-5.4-mini,0.0,0.0
colors,sonnet-4.6,gpt-5.4-nano,-0.010000000000000009,0.010000000000000009
colors,haiku-4.5,gemini-3.1-pro,-0.00888888888888888,0.00888888888888888
colors,haiku-4.5,gemini-3-flash,-0.019999999999999997,0.019999999999999997
colors,haiku-4.5,gemini-3.1-flash-lite,0.0,0.0
colors,haiku-4.5,opus-4.6,0.0,0.0
colors,haiku-4.5,sonnet-4.6,0.0,0.0
colors,haiku-4.5,haiku-4.5,0.0,0.0
colors,haiku-4.5,gpt-5.4,0.0,0.0
colors,haiku-4.5,gpt-5.4-mini,0.0,0.0
colors,haiku-4.5,gpt-5.4-nano,-0.019999999999999997,0.019999999999999997
colors,gpt-5.4,gemini-3.1-pro,0.010000000000000009,-0.010000000000000009
colors,gpt-5.4,gemini-3-flash,0.06999999999999999,-0.06999999999999999
colors,gpt-5.4,gemini-3.1-flash-lite,0.0,0.0
colors,gpt-5.4,opus-4.6,-0.019999999999999997,0.019999999999999997
colors,gpt-5.4,sonnet-4.6,0.0,0.0
colors,gpt-5.4,haiku-4.5,0.0,0.0
colors,gpt-5.4,gpt-5.4,0.0,0.0
colors,gpt-5.4,gpt-5.4-mini,0.0,0.0
colors,gpt-5.4,gpt-5.4-nano,0.0,0.0
colors,gpt-5.4-mini,gemini-3.1-pro,0.04,-0.04
colors,gpt-5.4-mini,gemini-3-flash,0.05,-0.05
colors,gpt-5.4-mini,gemini-3.1-flash-lite,0.0,0.0
colors,gpt-5.4-mini,opus-4.6,0.0,0.0
colors,gpt-5.4-mini,sonnet-4.6,0.0,0.0
colors,gpt-5.4-mini,haiku-4.5,0.0,0.0
colors,gpt-5.4-mini,gpt-5.4,0.0,0.0
colors,gpt-5.4-mini,gpt-5.4-mini,0.0,0.0
colors,gpt-5.4-mini,gpt-5.4-nano,0.0,0.0
colors,gpt-5.4-nano,gemini-3.1-pro,-0.021671826625387004,0.021671826625387004
colors,gpt-5.4-nano,gemini-3-flash,-0.059999999999999984,0.059999999999999984
colors,gpt-5.4-nano,gemini-3.1-flash-lite,0.0,0.0
colors,gpt-5.4-nano,opus-4.6,0.0,0.0
colors,gpt-5.4-nano,sonnet-4.6,0.0,0.0
colors,gpt-5.4-nano,haiku-4.5,0.0,0.0
colors,gpt-5.4-nano,gpt-5.4,0.0,0.0
colors,gpt-5.4-nano,gpt-5.4-mini,0.0,0.0
colors,gpt-5.4-nano,gpt-5.4-nano,0.0,0.0
cities,gemini-3.1-pro,gemini-3.1-pro,-0.04263157894736842,0.0
cities,gemini-3.1-pro,gemini-3-flash,-0.12,0.07736842105263157
cities,gemini-3.1-pro,gemini-3.1-flash-lite,-0.12,0.07736842105263157
cities,gemini-3.1-pro,opus-4.6,0.0,-0.04263157894736842
cities,gemini-3.1-pro,sonnet-4.6,0.05,-0.09263157894736843
cities,gemini-3.1-pro,haiku-4.5,0.03,-0.07263157894736842
cities,gemini-3.1-pro,gpt-5.4,0.0,-0.04263157894736842
cities,gemini-3.1-pro,gpt-5.4-mini,0.0,-0.04263157894736842
cities,gemini-3.1-pro,gpt-5.4-nano,0.0,-0.04263157894736842
cities,gemini-3-flash,gemini-3.1-pro,0.061754385964912284,0.05824561403508771
cities,gemini-3-flash,gemini-3-flash,0.12,0.0
cities,gemini-3-flash,gemini-3.1-flash-lite,0.04999999999999999,0.07
cities,gemini-3-flash,opus-4.6,-0.12999999999999998,0.24999999999999997
cities,gemini-3-flash,sonnet-4.6,-0.05,0.16999999999999998
cities,gemini-3-flash,haiku-4.5,0.01,0.11
cities,gemini-3-flash,gpt-5.4,0.0,0.12
cities,gemini-3-flash,gpt-5.4-mini,-0.01,0.13
cities,gemini-3-flash,gpt-5.4-nano,0.0,0.12
cities,gemini-3.1-flash-lite,gemini-3.1-pro,-0.014210526315789474,0.10421052631578949
cities,gemini-3.1-flash-lite,gemini-3-flash,0.13,-0.039999999999999994
cities,gemini-3.1-flash-lite,gemini-3.1-flash-lite,0.09000000000000001,0.0
cities,gemini-3.1-flash-lite,opus-4.6,0.0,0.09000000000000001
cities,gemini-3.1-flash-lite,sonnet-4.6,-0.010000000000000009,0.10000000000000002
cities,gemini-3.1-flash-lite,haiku-4.5,0.01,0.08000000000000002
cities,gemini-3.1-flash-lite,gpt-5.4,0.0,0.09000000000000001
cities,gemini-3.1-flash-lite,gpt-5.4-mini,-0.01,0.1
cities,gemini-3.1-flash-lite,gpt-5.4-nano,0.01,0.08000000000000002
cities,opus-4.6,gemini-3.1-pro,-0.009999999999999998,-0.16999999999999998
cities,opus-4.6,gemini-3-flash,-0.12,-0.06
cities,opus-4.6,gemini-3.1-flash-lite,0.0,-0.18
cities,opus-4.6,opus-4.6,-0.18,0.0
cities,opus-4.6,sonnet-4.6,0.01,-0.19
cities,opus-4.6,haiku-4.5,0.01,-0.19
cities,opus-4.6,gpt-5.4,0.0,-0.18
cities,opus-4.6,gpt-5.4-mini,0.0,-0.18
cities,opus-4.6,gpt-5.4-nano,0.0,-0.18
cities,sonnet-4.6,gemini-3.1-pro,0.024615384615384615,-0.024615384615384615
cities,sonnet-4.6,gemini-3-flash,-0.05,0.05
cities,sonnet-4.6,gemini-3.1-flash-lite,-0.030000000000000006,0.030000000000000006
cities,sonnet-4.6,opus-4.6,0.030000000000000006,-0.030000000000000006
cities,sonnet-4.6,sonnet-4.6,0.0,0.0
cities,sonnet-4.6,haiku-4.5,0.01,-0.01
cities,sonnet-4.6,gpt-5.4,0.0,0.0
cities,sonnet-4.6,gpt-5.4-mini,0.0,0.0
cities,sonnet-4.6,gpt-5.4-nano,0.030000000000000006,-0.030000000000000006
cities,haiku-4.5,gemini-3.1-pro,-0.042105263157894736,0.042105263157894736
cities,haiku-4.5,gemini-3-flash,-0.06000000000000001,0.06000000000000001
cities,haiku-4.5,gemini-3.1-flash-lite,-0.05,0.05
cities,haiku-4.5,opus-4.6,-0.010000000000000009,0.010000000000000009
cities,haiku-4.5,sonnet-4.6,0.0,0.0
cities,haiku-4.5,haiku-4.5,0.0,0.0
cities,haiku-4.5,gpt-5.4,0.0,0.0
cities,haiku-4.5,gpt-5.4-mini,-0.03,0.03
cities,haiku-4.5,gpt-5.4-nano,0.0,0.0
cities,gpt-5.4,gemini-3.1-pro,-0.0066666666666666706,0.0066666666666666706
cities,gpt-5.4,gemini-3-flash,-0.02999999999999998,0.02999999999999998
cities,gpt-5.4,gemini-3.1-flash-lite,0.0,0.0
cities,gpt-5.4,opus-4.6,0.01,-0.01
cities,gpt-5.4,sonnet-4.6,0.0,0.0
cities,gpt-5.4,haiku-4.5,0.0,0.0
cities,gpt-5.4,gpt-5.4,0.0,0.0
cities,gpt-5.4,gpt-5.4-mini,0.0,0.0
cities,gpt-5.4,gpt-5.4-nano,0.0,0.0
cities,gpt-5.4-mini,gemini-3.1-pro,-0.08,0.08
cities,gpt-5.4-mini,gemini-3-flash,-0.05,0.05
cities,gpt-5.4-mini,gemini-3.1-flash-lite,0.0,0.0
cities,gpt-5.4-mini,opus-4.6,-0.16999999999999998,0.16999999999999998
cities,gpt-5.4-mini,sonnet-4.6,0.0,0.0
cities,gpt-5.4-mini,haiku-4.5,0.0,0.0
cities,gpt-5.4-mini,gpt-5.4,0.0,0.0
cities,gpt-5.4-mini,gpt-5.4-mini,0.0,0.0
cities,gpt-5.4-mini,gpt-5.4-nano,0.03,-0.03
cities,gpt-5.4-nano,gemini-3.1-pro,0.012222222222222223,0.017777777777777774
cities,gpt-5.4-nano,gemini-3-flash,0.0,0.03
cities,gpt-5.4-nano,gemini-3.1-flash-lite,0.06999999999999999,-0.039999999999999994
cities,gpt-5.4-nano,opus-4.6,-0.16,0.19
cities,gpt-5.4-nano,sonnet-4.6,0.0,0.03
cities,gpt-5.4-nano,haiku-4.5,0.0,0.03
cities,gpt-5.4-nano,gpt-5.4,0.0,0.03
cities,gpt-5.4-nano,gpt-5.4-mini,0.02,0.009999999999999998
cities,gpt-5.4-nano,gpt-5.4-nano,0.03,0.0
nouns,gemini-3.1-pro,gemini-3.1-pro,0.0,0.0
nouns,gemini-3.1-pro,gemini-3-flash,0.030000000000000006,-0.030000000000000006
nouns,gemini-3.1-pro,gemini-3.1-flash-lite,-0.019999999999999997,0.019999999999999997
nouns,gemini-3.1-pro,opus-4.6,0.0,0.0
nouns,gemini-3.1-pro,sonnet-4.6,0.03,-0.03
nouns,gemini-3.1-pro,haiku-4.5,-0.05,0.05
nouns,gemini-3.1-pro,gpt-5.4,0.09000000000000001,-0.09000000000000001
nouns,gemini-3.1-pro,gpt-5.4-mini,0.010000000000000009,-0.010000000000000009
nouns,gemini-3.1-pro,gpt-5.4-nano,0.0,0.0
nouns,gemini-3-flash,gemini-3.1-pro,-0.045789473684210526,0.17578947368421052
nouns,gemini-3-flash,gemini-3-flash,0.13,0.0
nouns,gemini-3-flash,gemini-3.1-flash-lite,0.029999999999999992,0.1
nouns,gemini-3-flash,opus-4.6,-0.12,0.25
nouns,gemini-3-flash,sonnet-4.6,0.0,0.13
nouns,gemini-3-flash,haiku-4.5,-0.020000000000000004,0.15000000000000002
nouns,gemini-3-flash,gpt-5.4,-0.06999999999999999,0.2
nouns,gemini-3-flash,gpt-5.4-mini,0.010000000000000009,0.12
nouns,gemini-3-flash,gpt-5.4-nano,0.0,0.13
nouns,gemini-3.1-flash-lite,gemini-3.1-pro,-2.7755575615628915e-18,0.02
nouns,gemini-3.1-flash-lite,gemini-3-flash,0.02000000000000001,-1.3877787807814457e-17
nouns,gemini-3.1-flash-lite,gemini-3.1-flash-lite,0.019999999999999997,0.0
nouns,gemini-3.1-flash-lite,opus-4.6,-0.029999999999999992,0.04999999999999999
nouns,gemini-3.1-flash-lite,sonnet-4.6,0.010000000000000023,0.009999999999999974
nouns,gemini-3.1-flash-lite,haiku-4.5,-1.1102230246251566e-17,0.020000000000000007
nouns,gemini-3.1-flash-lite,gpt-5.4,0.09,-0.07
nouns,gemini-3.1-flash-lite,gpt-5.4-mini,0.0,0.019999999999999997
nouns,gemini-3.1-flash-lite,gpt-5.4-nano,0.0,0.019999999999999997
nouns,opus-4.6,gemini-3.1-pro,-0.039999999999999994,0.039999999999999994
nouns,opus-4.6,gemini-3-flash,-0.13999999999999999,0.13999999999999999
nouns,opus-4.6,gemini-3.1-flash-lite,0.0,0.0
nouns,opus-4.6,opus-4.6,0.0,0.0
nouns,opus-4.6,sonnet-4.6,-2.2204460492503132e-17,2.2204460492503132e-17
nouns,opus-4.6,haiku-4.5,-5.551115123125783e-18,5.551115123125783e-18
nouns,opus-4.6,gpt-5.4,-0.07999999999999999,0.07999999999999999
nouns,opus-4.6,gpt-5.4-mini,0.02999999999999998,-0.02999999999999998
nouns,opus-4.6,gpt-5.4-nano,0.0,0.0
nouns,sonnet-4.6,gemini-3.1-pro,-0.085,0.275
nouns,sonnet-4.6,gemini-3-flash,0.009999999999999992,0.18000000000000002
nouns,sonnet-4.6,gemini-3.1-flash-lite,-0.039999999999999994,0.22999999999999998
nouns,sonnet-4.6,opus-4.6,0.0,0.19
nouns,sonnet-4.6,sonnet-4.6,0.19,0.0
nouns,sonnet-4.6,haiku-4.5,0.09,0.1
nouns,sonnet-4.6,gpt-5.4,0.02999999999999998,0.16000000000000003
nouns,sonnet-4.6,gpt-5.4-mini,-0.02999999999999998,0.21999999999999997
nouns,sonnet-4.6,gpt-5.4-nano,0.0,0.19
nouns,haiku-4.5,gemini-3.1-pro,0.025789473684210536,0.0042105263157894805
nouns,haiku-4.5,gemini-3-flash,0.0,0.030000000000000016
nouns,haiku-4.5,gemini-3.1-flash-lite,0.029999999999999992,2.42861286636753e-17
nouns,haiku-4.5,opus-4.6,0.02,0.010000000000000016
nouns,haiku-4.5,sonnet-4.6,-0.1,0.13000000000000003
nouns,haiku-4.5,haiku-4.5,0.030000000000000016,0.0
nouns,haiku-4.5,gpt-5.4,-0.010000000000000009,0.04000000000000002
nouns,haiku-4.5,gpt-5.4-mini,-0.06999999999999999,0.1
nouns,haiku-4.5,gpt-5.4-nano,0.0,0.030000000000000016
nouns,gpt-5.4,gemini-3.1-pro,0.03526315789473686,-0.06526315789473684
nouns,gpt-5.4,gemini-3-flash,-0.010000000000000004,-0.019999999999999983
nouns,gpt-5.4,gemini-3.1-flash-lite,-8.326672684688674e-18,-0.02999999999999998
nouns,gpt-5.4,opus-4.6,0.0,-0.02999999999999999
nouns,gpt-5.4,sonnet-4.6,0.040000000000000015,-0.07
nouns,gpt-5.4,haiku-4.5,0.06,-0.08999999999999998
nouns,gpt-5.4,gpt-5.4,-0.02999999999999999,0.0
nouns,gpt-5.4,gpt-5.4-mini,-0.010000000000000004,-0.019999999999999983
nouns,gpt-5.4,gpt-5.4-nano,0.0,-0.02999999999999999
nouns,gpt-5.4-mini,gemini-3.1-pro,0.02,-0.06000000000000001
nouns,gpt-5.4-mini,gemini-3-flash,0.01,-0.05000000000000002
nouns,gpt-5.4-mini,gemini-3.1-flash-lite,-0.02,-0.020000000000000014
nouns,gpt-5.4-mini,opus-4.6,0.0,-0.040000000000000015
nouns,gpt-5.4-mini,sonnet-4.6,0.16999999999999998,-0.21
nouns,gpt-5.4-mini,haiku-4.5,2.2204460492503132e-17,-0.040000000000000036
nouns,gpt-5.4-mini,gpt-5.4,-0.05000000000000001,0.009999999999999995
nouns,gpt-5.4-mini,gpt-5.4-mini,-0.040000000000000015,0.0
nouns,gpt-5.4-mini,gpt-5.4-nano,0.009999999999999995,-0.05000000000000001
nouns,gpt-5.4-nano,gemini-3.1-pro,0.04538461538461539,-0.03538461538461539
nouns,gpt-5.4-nano,gemini-3-flash,0.0,0.01
nouns,gpt-5.4-nano,gemini-3.1-flash-lite,-0.009999999999999995,0.019999999999999997
nouns,gpt-5.4-nano,opus-4.6,5.551115123125783e-18,0.009999999999999995
nouns,gpt-5.4-nano,sonnet-4.6,0.019999999999999983,-0.009999999999999983
nouns,gpt-5.4-nano,haiku-4.5,-0.030000000000000006,0.04000000000000001
nouns,gpt-5.4-nano,gpt-5.4,-0.05,0.060000000000000005
nouns,gpt-5.4-nano,gpt-5.4-mini,0.030000000000000016,-0.020000000000000018
nouns,gpt-5.4-nano,gpt-5.4-nano,0.01,0.0
