group_idx,group_words,sender,evaluator,uplift,delta
0,"product, release, advance, union",haiku-4.5,haiku-4.5,0.6125,0.0
0,"product, release, advance, union",haiku-4.5,gpt-5.4-mini,0.2875,0.32500000000000007
0,"product, release, advance, union",haiku-4.5,gpt-5.4-nano,0.2625,0.35000000000000003
0,"product, release, advance, union",haiku-4.5,gemini-3-flash,0.5,0.11250000000000004
0,"product, release, advance, union",haiku-4.5,gemini-3.1-flash-lite,0.25,0.36250000000000004
0,"product, release, advance, union",gpt-5.4-mini,haiku-4.5,0.275,0.0
0,"product, release, advance, union",gpt-5.4-mini,gpt-5.4-mini,0.275,0.0
0,"product, release, advance, union",gpt-5.4-mini,gpt-5.4-nano,0.2875,-0.012499999999999956
0,"product, release, advance, union",gpt-5.4-mini,gemini-3-flash,0.25,0.025000000000000022
0,"product, release, advance, union",gpt-5.4-mini,gemini-3.1-flash-lite,0.25,0.025000000000000022
0,"product, release, advance, union",gpt-5.4-nano,haiku-4.5,-0.15,0.2625
0,"product, release, advance, union",gpt-5.4-nano,gpt-5.4-mini,0.04999999999999999,0.06250000000000001
0,"product, release, advance, union",gpt-5.4-nano,gpt-5.4-nano,0.1125,0.0
0,"product, release, advance, union",gpt-5.4-nano,gemini-3-flash,0.025,0.0875
0,"product, release, advance, union",gpt-5.4-nano,gemini-3.1-flash-lite,0.0,0.1125
0,"product, release, advance, union",gemini-3-flash,haiku-4.5,0.75,0.0
0,"product, release, advance, union",gemini-3-flash,gpt-5.4-mini,0.75,0.0
0,"product, release, advance, union",gemini-3-flash,gpt-5.4-nano,0.75,0.0
0,"product, release, advance, union",gemini-3-flash,gemini-3-flash,0.75,0.0
0,"product, release, advance, union",gemini-3-flash,gemini-3.1-flash-lite,0.75,0.0
0,"product, release, advance, union",gemini-3.1-flash-lite,haiku-4.5,0.75,0.0
0,"product, release, advance, union",gemini-3.1-flash-lite,gpt-5.4-mini,0.75,0.0
0,"product, release, advance, union",gemini-3.1-flash-lite,gpt-5.4-nano,0.75,0.0
0,"product, release, advance, union",gemini-3.1-flash-lite,gemini-3-flash,0.75,0.0
0,"product, release, advance, union",gemini-3.1-flash-lite,gemini-3.1-flash-lite,0.75,0.0
1,"army, music, northern, council",haiku-4.5,haiku-4.5,0.16250000000000003,0.0
1,"army, music, northern, council",haiku-4.5,gpt-5.4-mini,0.2375,-0.07499999999999996
1,"army, music, northern, council",haiku-4.5,gpt-5.4-nano,0.375,-0.21249999999999997
1,"army, music, northern, council",haiku-4.5,gemini-3-flash,0.17500000000000002,-0.012499999999999983
1,"army, music, northern, council",haiku-4.5,gemini-3.1-flash-lite,0.275,-0.11249999999999999
1,"army, music, northern, council",gpt-5.4-mini,haiku-4.5,0.2625,0.024999999999999967
1,"army, music, northern, council",gpt-5.4-mini,gpt-5.4-mini,0.2875,0.0
1,"army, music, northern, council",gpt-5.4-mini,gpt-5.4-nano,0.02500000000000001,0.26249999999999996
1,"army, music, northern, council",gpt-5.4-mini,gemini-3-flash,0.3875,-0.10000000000000003
1,"army, music, northern, council",gpt-5.4-mini,gemini-3.1-flash-lite,0.2125,0.07499999999999998
1,"army, music, northern, council",gpt-5.4-nano,haiku-4.5,0.0,-1.3877787807814457e-17
1,"army, music, northern, council",gpt-5.4-nano,gpt-5.4-mini,0.012499999999999983,-0.012499999999999997
1,"army, music, northern, council",gpt-5.4-nano,gpt-5.4-nano,-1.3877787807814457e-17,0.0
1,"army, music, northern, council",gpt-5.4-nano,gemini-3-flash,0.15,-0.15000000000000002
1,"army, music, northern, council",gpt-5.4-nano,gemini-3.1-flash-lite,0.1875,-0.1875
1,"army, music, northern, council",gemini-3-flash,haiku-4.5,0.75,0.0
1,"army, music, northern, council",gemini-3-flash,gpt-5.4-mini,0.75,0.0
1,"army, music, northern, council",gemini-3-flash,gpt-5.4-nano,0.75,0.0
1,"army, music, northern, council",gemini-3-flash,gemini-3-flash,0.75,0.0
1,"army, music, northern, council",gemini-3-flash,gemini-3.1-flash-lite,0.75,0.0
1,"army, music, northern, council",gemini-3.1-flash-lite,haiku-4.5,0.5,0.0
1,"army, music, northern, council",gemini-3.1-flash-lite,gpt-5.4-mini,0.675,-0.17500000000000004
1,"army, music, northern, council",gemini-3.1-flash-lite,gpt-5.4-nano,0.5375,-0.03749999999999998
1,"army, music, northern, council",gemini-3.1-flash-lite,gemini-3-flash,0.55,-0.050000000000000044
1,"army, music, northern, council",gemini-3.1-flash-lite,gemini-3.1-flash-lite,0.5,0.0
2,"attempt, version, village, aircraft",haiku-4.5,haiku-4.5,0.4,0.0
2,"attempt, version, village, aircraft",haiku-4.5,gpt-5.4-mini,0.3625,0.03750000000000003
2,"attempt, version, village, aircraft",haiku-4.5,gpt-5.4-nano,0.2375,0.16250000000000003
2,"attempt, version, village, aircraft",haiku-4.5,gemini-3-flash,0.25,0.15000000000000002
2,"attempt, version, village, aircraft",haiku-4.5,gemini-3.1-flash-lite,0.48750000000000004,-0.08750000000000002
2,"attempt, version, village, aircraft",gpt-5.4-mini,haiku-4.5,0.5125000000000001,-0.1750000000000001
2,"attempt, version, village, aircraft",gpt-5.4-mini,gpt-5.4-mini,0.33749999999999997,0.0
2,"attempt, version, village, aircraft",gpt-5.4-mini,gpt-5.4-nano,0.46249999999999997,-0.125
2,"attempt, version, village, aircraft",gpt-5.4-mini,gemini-3-flash,0.5,-0.16250000000000003
2,"attempt, version, village, aircraft",gpt-5.4-mini,gemini-3.1-flash-lite,0.25,0.08749999999999997
2,"attempt, version, village, aircraft",gpt-5.4-nano,haiku-4.5,0.25,0.0
2,"attempt, version, village, aircraft",gpt-5.4-nano,gpt-5.4-mini,0.25,0.0
2,"attempt, version, village, aircraft",gpt-5.4-nano,gpt-5.4-nano,0.25,0.0
2,"attempt, version, village, aircraft",gpt-5.4-nano,gemini-3-flash,0.04999999999999999,0.2
2,"attempt, version, village, aircraft",gpt-5.4-nano,gemini-3.1-flash-lite,0.024999999999999994,0.225
2,"attempt, version, village, aircraft",gemini-3-flash,haiku-4.5,0.5,0.0
2,"attempt, version, village, aircraft",gemini-3-flash,gpt-5.4-mini,0.5,0.0
2,"attempt, version, village, aircraft",gemini-3-flash,gpt-5.4-nano,0.5,0.0
2,"attempt, version, village, aircraft",gemini-3-flash,gemini-3-flash,0.5,0.0
2,"attempt, version, village, aircraft",gemini-3-flash,gemini-3.1-flash-lite,0.5,0.0
2,"attempt, version, village, aircraft",gemini-3.1-flash-lite,haiku-4.5,0.6875,0.0625
2,"attempt, version, village, aircraft",gemini-3.1-flash-lite,gpt-5.4-mini,0.75,0.0
2,"attempt, version, village, aircraft",gemini-3.1-flash-lite,gpt-5.4-nano,0.7375,0.012499999999999956
2,"attempt, version, village, aircraft",gemini-3.1-flash-lite,gemini-3-flash,0.6875,0.0625
2,"attempt, version, village, aircraft",gemini-3.1-flash-lite,gemini-3.1-flash-lite,0.75,0.0
3,"problem, audience, defence, region",haiku-4.5,haiku-4.5,0.2875,0.0
3,"problem, audience, defence, region",haiku-4.5,gpt-5.4-mini,0.25,0.03749999999999998
3,"problem, audience, defence, region",haiku-4.5,gpt-5.4-nano,0.35,-0.0625
3,"problem, audience, defence, region",haiku-4.5,gemini-3-flash,0.5,-0.21250000000000002
3,"problem, audience, defence, region",haiku-4.5,gemini-3.1-flash-lite,0.2875,0.0
3,"problem, audience, defence, region",gpt-5.4-mini,haiku-4.5,0.012499999999999983,0.07500000000000001
3,"problem, audience, defence, region",gpt-5.4-mini,gpt-5.4-mini,0.0875,0.0
3,"problem, audience, defence, region",gpt-5.4-mini,gpt-5.4-nano,0.2875,-0.19999999999999998
3,"problem, audience, defence, region",gpt-5.4-mini,gemini-3-flash,0.175,-0.0875
3,"problem, audience, defence, region",gpt-5.4-mini,gemini-3.1-flash-lite,0.25,-0.1625
3,"problem, audience, defence, region",gpt-5.4-nano,haiku-4.5,0.3,0.012500000000000011
3,"problem, audience, defence, region",gpt-5.4-nano,gpt-5.4-mini,0.3,0.012500000000000011
3,"problem, audience, defence, region",gpt-5.4-nano,gpt-5.4-nano,0.3125,0.0
3,"problem, audience, defence, region",gpt-5.4-nano,gemini-3-flash,0.25,0.0625
3,"problem, audience, defence, region",gpt-5.4-nano,gemini-3.1-flash-lite,0.25,0.0625
3,"problem, audience, defence, region",gemini-3-flash,haiku-4.5,0.5625,-0.04999999999999993
3,"problem, audience, defence, region",gemini-3-flash,gpt-5.4-mini,0.55,-0.03749999999999998
3,"problem, audience, defence, region",gemini-3-flash,gpt-5.4-nano,0.8,-0.2875
3,"problem, audience, defence, region",gemini-3-flash,gemini-3-flash,0.5125000000000001,0.0
3,"problem, audience, defence, region",gemini-3-flash,gemini-3.1-flash-lite,0.725,-0.2124999999999999
3,"problem, audience, defence, region",gemini-3.1-flash-lite,haiku-4.5,0.5,-0.012500000000000011
3,"problem, audience, defence, region",gemini-3.1-flash-lite,gpt-5.4-mini,0.5,-0.012500000000000011
3,"problem, audience, defence, region",gemini-3.1-flash-lite,gpt-5.4-nano,0.575,-0.08749999999999997
3,"problem, audience, defence, region",gemini-3.1-flash-lite,gemini-3-flash,0.5,-0.012500000000000011
3,"problem, audience, defence, region",gemini-3.1-flash-lite,gemini-3.1-flash-lite,0.4875,0.0
4,"letter, body, creation, mother",haiku-4.5,haiku-4.5,0.5,0.0
4,"letter, body, creation, mother",haiku-4.5,gpt-5.4-mini,0.48749999999999993,0.012500000000000067
4,"letter, body, creation, mother",haiku-4.5,gpt-5.4-nano,0.2375,0.2625
4,"letter, body, creation, mother",haiku-4.5,gemini-3-flash,0.725,-0.22499999999999998
4,"letter, body, creation, mother",haiku-4.5,gemini-3.1-flash-lite,0.2875,0.21250000000000002
4,"letter, body, creation, mother",gpt-5.4-mini,haiku-4.5,0.024999999999999994,0.3375
4,"letter, body, creation, mother",gpt-5.4-mini,gpt-5.4-mini,0.36250000000000004,0.0
4,"letter, body, creation, mother",gpt-5.4-mini,gpt-5.4-nano,0.2,0.16250000000000003
4,"letter, body, creation, mother",gpt-5.4-mini,gemini-3-flash,0.6375,-0.2749999999999999
4,"letter, body, creation, mother",gpt-5.4-mini,gemini-3.1-flash-lite,0.012499999999999997,0.35000000000000003
4,"letter, body, creation, mother",gpt-5.4-nano,haiku-4.5,0.2625,0.03749999999999998
4,"letter, body, creation, mother",gpt-5.4-nano,gpt-5.4-mini,0.32500000000000007,-0.025000000000000078
4,"letter, body, creation, mother",gpt-5.4-nano,gpt-5.4-nano,0.3,0.0
4,"letter, body, creation, mother",gpt-5.4-nano,gemini-3-flash,0.5,-0.2
4,"letter, body, creation, mother",gpt-5.4-nano,gemini-3.1-flash-lite,0.5,-0.2
4,"letter, body, creation, mother",gemini-3-flash,haiku-4.5,0.75,0.0
4,"letter, body, creation, mother",gemini-3-flash,gpt-5.4-mini,0.75,0.0
4,"letter, body, creation, mother",gemini-3-flash,gpt-5.4-nano,0.46249999999999997,0.28750000000000003
4,"letter, body, creation, mother",gemini-3-flash,gemini-3-flash,0.75,0.0
4,"letter, body, creation, mother",gemini-3-flash,gemini-3.1-flash-lite,0.75,0.0
4,"letter, body, creation, mother",gemini-3.1-flash-lite,haiku-4.5,0.7125,0.03749999999999998
4,"letter, body, creation, mother",gemini-3.1-flash-lite,gpt-5.4-mini,0.6375,0.11250000000000004
4,"letter, body, creation, mother",gemini-3.1-flash-lite,gpt-5.4-nano,0.5125,0.23750000000000004
4,"letter, body, creation, mother",gemini-3.1-flash-lite,gemini-3-flash,0.75,0.0
4,"letter, body, creation, mother",gemini-3.1-flash-lite,gemini-3.1-flash-lite,0.75,0.0
5,"shoulder, martin, dinner, chapter",haiku-4.5,haiku-4.5,0.3,0.0
5,"shoulder, martin, dinner, chapter",haiku-4.5,gpt-5.4-mini,0.44999999999999996,-0.14999999999999997
5,"shoulder, martin, dinner, chapter",haiku-4.5,gpt-5.4-nano,0.1875,0.11249999999999999
5,"shoulder, martin, dinner, chapter",haiku-4.5,gemini-3-flash,0.1,0.19999999999999998
5,"shoulder, martin, dinner, chapter",haiku-4.5,gemini-3.1-flash-lite,0.17500000000000002,0.12499999999999997
5,"shoulder, martin, dinner, chapter",gpt-5.4-mini,haiku-4.5,0.3875,-0.125
5,"shoulder, martin, dinner, chapter",gpt-5.4-mini,gpt-5.4-mini,0.2625,0.0
5,"shoulder, martin, dinner, chapter",gpt-5.4-mini,gpt-5.4-nano,0.175,0.08750000000000002
5,"shoulder, martin, dinner, chapter",gpt-5.4-mini,gemini-3-flash,0.475,-0.21249999999999997
5,"shoulder, martin, dinner, chapter",gpt-5.4-mini,gemini-3.1-flash-lite,0.4375,-0.175
5,"shoulder, martin, dinner, chapter",gpt-5.4-nano,haiku-4.5,0.5,-0.2
5,"shoulder, martin, dinner, chapter",gpt-5.4-nano,gpt-5.4-mini,0.3375,-0.03750000000000003
5,"shoulder, martin, dinner, chapter",gpt-5.4-nano,gpt-5.4-nano,0.3,0.0
5,"shoulder, martin, dinner, chapter",gpt-5.4-nano,gemini-3-flash,0.5,-0.2
5,"shoulder, martin, dinner, chapter",gpt-5.4-nano,gemini-3.1-flash-lite,0.5,-0.2
5,"shoulder, martin, dinner, chapter",gemini-3-flash,haiku-4.5,0.75,0.0
5,"shoulder, martin, dinner, chapter",gemini-3-flash,gpt-5.4-mini,0.75,0.0
5,"shoulder, martin, dinner, chapter",gemini-3-flash,gpt-5.4-nano,0.5125,0.23750000000000004
5,"shoulder, martin, dinner, chapter",gemini-3-flash,gemini-3-flash,0.75,0.0
5,"shoulder, martin, dinner, chapter",gemini-3-flash,gemini-3.1-flash-lite,0.75,0.0
5,"shoulder, martin, dinner, chapter",gemini-3.1-flash-lite,haiku-4.5,0.75,0.0
5,"shoulder, martin, dinner, chapter",gemini-3.1-flash-lite,gpt-5.4-mini,0.75,0.0
5,"shoulder, martin, dinner, chapter",gemini-3.1-flash-lite,gpt-5.4-nano,0.625,0.125
5,"shoulder, martin, dinner, chapter",gemini-3.1-flash-lite,gemini-3-flash,0.75,0.0
5,"shoulder, martin, dinner, chapter",gemini-3.1-flash-lite,gemini-3.1-flash-lite,0.75,0.0
6,"motor, contract, corner, sample",haiku-4.5,haiku-4.5,0.5,0.0
6,"motor, contract, corner, sample",haiku-4.5,gpt-5.4-mini,0.5375,-0.03749999999999998
6,"motor, contract, corner, sample",haiku-4.5,gpt-5.4-nano,0.4,0.09999999999999998
6,"motor, contract, corner, sample",haiku-4.5,gemini-3-flash,0.6375,-0.13749999999999996
6,"motor, contract, corner, sample",haiku-4.5,gemini-3.1-flash-lite,0.5125,-0.012499999999999956
6,"motor, contract, corner, sample",gpt-5.4-mini,haiku-4.5,0.2625,0.24999999999999994
6,"motor, contract, corner, sample",gpt-5.4-mini,gpt-5.4-mini,0.5125,0.0
6,"motor, contract, corner, sample",gpt-5.4-mini,gpt-5.4-nano,0.55,-0.03750000000000009
6,"motor, contract, corner, sample",gpt-5.4-mini,gemini-3-flash,0.25,0.26249999999999996
6,"motor, contract, corner, sample",gpt-5.4-mini,gemini-3.1-flash-lite,0.7,-0.1875
6,"motor, contract, corner, sample",gpt-5.4-nano,haiku-4.5,0.012500000000000018,0.024999999999999988
6,"motor, contract, corner, sample",gpt-5.4-nano,gpt-5.4-mini,-0.15000000000000002,0.18750000000000003
6,"motor, contract, corner, sample",gpt-5.4-nano,gpt-5.4-nano,0.037500000000000006,0.0
6,"motor, contract, corner, sample",gpt-5.4-nano,gemini-3-flash,-0.11249999999999999,0.15
6,"motor, contract, corner, sample",gpt-5.4-nano,gemini-3.1-flash-lite,-0.21250000000000002,0.25
6,"motor, contract, corner, sample",gemini-3-flash,haiku-4.5,0.75,0.0
6,"motor, contract, corner, sample",gemini-3-flash,gpt-5.4-mini,0.7500000000000001,-1.1102230246251565e-16
6,"motor, contract, corner, sample",gemini-3-flash,gpt-5.4-nano,0.725,0.025000000000000022
6,"motor, contract, corner, sample",gemini-3-flash,gemini-3-flash,0.75,0.0
6,"motor, contract, corner, sample",gemini-3-flash,gemini-3.1-flash-lite,0.75,0.0
6,"motor, contract, corner, sample",gemini-3.1-flash-lite,haiku-4.5,0.75,0.0
6,"motor, contract, corner, sample",gemini-3.1-flash-lite,gpt-5.4-mini,0.7499999999999999,1.1102230246251565e-16
6,"motor, contract, corner, sample",gemini-3.1-flash-lite,gpt-5.4-nano,0.7375,0.012499999999999956
6,"motor, contract, corner, sample",gemini-3.1-flash-lite,gemini-3-flash,0.75,0.0
6,"motor, contract, corner, sample",gemini-3.1-flash-lite,gemini-3.1-flash-lite,0.75,0.0
7,"section, message, artist, notion",haiku-4.5,haiku-4.5,-0.012499999999999997,0.0
7,"section, message, artist, notion",haiku-4.5,gpt-5.4-mini,0.08749999999999998,-0.09999999999999998
7,"section, message, artist, notion",haiku-4.5,gpt-5.4-nano,0.17499999999999996,-0.18749999999999994
7,"section, message, artist, notion",haiku-4.5,gemini-3-flash,-0.0625,0.05
7,"section, message, artist, notion",haiku-4.5,gemini-3.1-flash-lite,-0.012500000000000011,1.3877787807814457e-17
7,"section, message, artist, notion",gpt-5.4-mini,haiku-4.5,0.47500000000000003,-0.025000000000000022
7,"section, message, artist, notion",gpt-5.4-mini,gpt-5.4-mini,0.45,0.0
7,"section, message, artist, notion",gpt-5.4-mini,gpt-5.4-nano,0.4000000000000001,0.04999999999999993
7,"section, message, artist, notion",gpt-5.4-mini,gemini-3-flash,0.5,-0.04999999999999999
7,"section, message, artist, notion",gpt-5.4-mini,gemini-3.1-flash-lite,0.5,-0.04999999999999999
7,"section, message, artist, notion",gpt-5.4-nano,haiku-4.5,0.13749999999999998,0.06250000000000003
7,"section, message, artist, notion",gpt-5.4-nano,gpt-5.4-mini,-0.01249999999999999,0.2125
7,"section, message, artist, notion",gpt-5.4-nano,gpt-5.4-nano,0.2,0.0
7,"section, message, artist, notion",gpt-5.4-nano,gemini-3-flash,-0.1875,0.3875
7,"section, message, artist, notion",gpt-5.4-nano,gemini-3.1-flash-lite,-0.012500000000000011,0.21250000000000002
7,"section, message, artist, notion",gemini-3-flash,haiku-4.5,0.75,0.0
7,"section, message, artist, notion",gemini-3-flash,gpt-5.4-mini,0.75,0.0
7,"section, message, artist, notion",gemini-3-flash,gpt-5.4-nano,0.7374999999999999,0.012500000000000067
7,"section, message, artist, notion",gemini-3-flash,gemini-3-flash,0.75,0.0
7,"section, message, artist, notion",gemini-3-flash,gemini-3.1-flash-lite,0.75,0.0
7,"section, message, artist, notion",gemini-3.1-flash-lite,haiku-4.5,0.75,-0.25
7,"section, message, artist, notion",gemini-3.1-flash-lite,gpt-5.4-mini,0.75,-0.25
7,"section, message, artist, notion",gemini-3.1-flash-lite,gpt-5.4-nano,0.525,-0.025000000000000022
7,"section, message, artist, notion",gemini-3.1-flash-lite,gemini-3-flash,0.7375,-0.23750000000000004
7,"section, message, artist, notion",gemini-3.1-flash-lite,gemini-3.1-flash-lite,0.5,0.0
8,"moment, feature, palace, volume",haiku-4.5,haiku-4.5,0.65,0.0
8,"moment, feature, palace, volume",haiku-4.5,gpt-5.4-mini,0.3375,0.3125
8,"moment, feature, palace, volume",haiku-4.5,gpt-5.4-nano,0.037500000000000006,0.6125
8,"moment, feature, palace, volume",haiku-4.5,gemini-3-flash,0.1875,0.4625
8,"moment, feature, palace, volume",haiku-4.5,gemini-3.1-flash-lite,0.25,0.4
8,"moment, feature, palace, volume",gpt-5.4-mini,haiku-4.5,-0.25,0.16250000000000003
8,"moment, feature, palace, volume",gpt-5.4-mini,gpt-5.4-mini,-0.08749999999999998,0.0
8,"moment, feature, palace, volume",gpt-5.4-mini,gpt-5.4-nano,0.0625,-0.14999999999999997
8,"moment, feature, palace, volume",gpt-5.4-mini,gemini-3-flash,0.225,-0.3125
8,"moment, feature, palace, volume",gpt-5.4-mini,gemini-3.1-flash-lite,0.012500000000000011,-0.09999999999999999
8,"moment, feature, palace, volume",gpt-5.4-nano,haiku-4.5,-0.09999999999999999,0.39999999999999997
8,"moment, feature, palace, volume",gpt-5.4-nano,gpt-5.4-mini,0.32499999999999996,-0.024999999999999967
8,"moment, feature, palace, volume",gpt-5.4-nano,gpt-5.4-nano,0.3,0.0
8,"moment, feature, palace, volume",gpt-5.4-nano,gemini-3-flash,0.5,-0.2
8,"moment, feature, palace, volume",gpt-5.4-nano,gemini-3.1-flash-lite,0.0,0.3
8,"moment, feature, palace, volume",gemini-3-flash,haiku-4.5,0.75,0.0
8,"moment, feature, palace, volume",gemini-3-flash,gpt-5.4-mini,0.75,0.0
8,"moment, feature, palace, volume",gemini-3-flash,gpt-5.4-nano,0.725,0.025000000000000022
8,"moment, feature, palace, volume",gemini-3-flash,gemini-3-flash,0.75,0.0
8,"moment, feature, palace, volume",gemini-3-flash,gemini-3.1-flash-lite,0.75,0.0
8,"moment, feature, palace, volume",gemini-3.1-flash-lite,haiku-4.5,0.75,0.0
8,"moment, feature, palace, volume",gemini-3.1-flash-lite,gpt-5.4-mini,0.7125,0.03749999999999998
8,"moment, feature, palace, volume",gemini-3.1-flash-lite,gpt-5.4-nano,0.5125000000000001,0.23749999999999993
8,"moment, feature, palace, volume",gemini-3.1-flash-lite,gemini-3-flash,0.75,0.0
8,"moment, feature, palace, volume",gemini-3.1-flash-lite,gemini-3.1-flash-lite,0.75,0.0
9,"travel, duty, concept, practice",haiku-4.5,haiku-4.5,0.2625,0.0
9,"travel, duty, concept, practice",haiku-4.5,gpt-5.4-mini,0.48750000000000004,-0.22500000000000003
9,"travel, duty, concept, practice",haiku-4.5,gpt-5.4-nano,0.275,-0.012500000000000011
9,"travel, duty, concept, practice",haiku-4.5,gemini-3-flash,0.75,-0.4875
9,"travel, duty, concept, practice",haiku-4.5,gemini-3.1-flash-lite,0.4,-0.1375
9,"travel, duty, concept, practice",gpt-5.4-mini,haiku-4.5,0.2875,-0.03749999999999992
9,"travel, duty, concept, practice",gpt-5.4-mini,gpt-5.4-mini,0.25000000000000006,0.0
9,"travel, duty, concept, practice",gpt-5.4-mini,gpt-5.4-nano,0.1,0.15000000000000005
9,"travel, duty, concept, practice",gpt-5.4-mini,gemini-3-flash,0.25,5.551115123125783e-17
9,"travel, duty, concept, practice",gpt-5.4-mini,gemini-3.1-flash-lite,0.25,5.551115123125783e-17
9,"travel, duty, concept, practice",gpt-5.4-nano,haiku-4.5,0.22499999999999998,0.03749999999999998
9,"travel, duty, concept, practice",gpt-5.4-nano,gpt-5.4-mini,0.42500000000000004,-0.1625000000000001
9,"travel, duty, concept, practice",gpt-5.4-nano,gpt-5.4-nano,0.26249999999999996,0.0
9,"travel, duty, concept, practice",gpt-5.4-nano,gemini-3-flash,0.2,0.062499999999999944
9,"travel, duty, concept, practice",gpt-5.4-nano,gemini-3.1-flash-lite,0.375,-0.11250000000000004
9,"travel, duty, concept, practice",gemini-3-flash,haiku-4.5,0.5,0.0
9,"travel, duty, concept, practice",gemini-3-flash,gpt-5.4-mini,0.5,0.0
9,"travel, duty, concept, practice",gemini-3-flash,gpt-5.4-nano,0.5,0.0
9,"travel, duty, concept, practice",gemini-3-flash,gemini-3-flash,0.5,0.0
9,"travel, duty, concept, practice",gemini-3-flash,gemini-3.1-flash-lite,0.5,0.0
9,"travel, duty, concept, practice",gemini-3.1-flash-lite,haiku-4.5,0.75,0.0
9,"travel, duty, concept, practice",gemini-3.1-flash-lite,gpt-5.4-mini,0.75,0.0
9,"travel, duty, concept, practice",gemini-3.1-flash-lite,gpt-5.4-nano,0.75,0.0
9,"travel, duty, concept, practice",gemini-3.1-flash-lite,gemini-3-flash,0.75,0.0
9,"travel, duty, concept, practice",gemini-3.1-flash-lite,gemini-3.1-flash-lite,0.75,0.0
